"Refid","Author","Title","User","Level","algorithm_domain1","assessor_domain1","algorithm_domain2a","algorithm_domain2b","algorithm_domain2c","assessor_domain2","algorithm_domain3","assessor_domain3","algorithm_domain4","assessor_domain4","algorithm_domain5","assessor_domain5","algorithm_overall","assessor_overall"
10036,"Sauer, A. M., Slooter, A. J., Veldhuijzen, D. S., van Eijk, M. M., Devlin, J. W., van Dijk, D.","Intraoperative dexamethasone and delirium after cardiac surgery: a randomized clinical trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
10075,"Ottens, T. H., Dieleman, J. M., Sauer, A. M., Peelen, L. M., Nierich, A. P., de Groot, W. J., Nathoe, H. M., Buijsrogge, M. P., Kalkman, C. J., van Dijk, D., Group, D. Examethasone for Cardiac Surgery Study","Effects of dexamethasone on cognitive decline after cardiac surgery: a randomized clinical trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
10075,"Ottens, T. H., Dieleman, J. M., Sauer, A. M., Peelen, L. M., Nierich, A. P., de Groot, W. J., Nathoe, H. M., Buijsrogge, M. P., Kalkman, C. J., van Dijk, D., Group, D. Examethasone for Cardiac Surgery Study","Effects of dexamethasone on cognitive decline after cardiac surgery: a randomized clinical trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
10515,"Whitlock, R. P., Devereaux, P. J., Teoh, K. H., Lamy, A., Vincent, J., Pogue, J., Paparella, D., Sessler, D. I., Karthikeyan, G., Villar, J. C., Zuo, Y., Avezum, A., Quantz, M., Tagarakis, G. I., Shah, P. J., Abbasi, S. H., Zheng, H., Pettit, S., Chrolavicius, S., Yusuf, S., Investigators, Sirs","Methylprednisolone in patients undergoing cardiopulmonary bypass (SIRS): a randomised, double-blind, placebo-controlled trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
10515,"Whitlock, R. P., Devereaux, P. J., Teoh, K. H., Lamy, A., Vincent, J., Pogue, J., Paparella, D., Sessler, D. I., Karthikeyan, G., Villar, J. C., Zuo, Y., Avezum, A., Quantz, M., Tagarakis, G. I., Shah, P. J., Abbasi, S. H., Zheng, H., Pettit, S., Chrolavicius, S., Yusuf, S., Investigators, Sirs","Methylprednisolone in patients undergoing cardiopulmonary bypass (SIRS): a randomised, double-blind, placebo-controlled trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
11129,"Zhu, Y., Le, G.","The effect of dexmedetomidine combined with epidural anesthesia on post-operative cognitive dysfunction in elderly patients after orthopedic surgery",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
11129,"Zhu, Y., Le, G.","The effect of dexmedetomidine combined with epidural anesthesia on post-operative cognitive dysfunction in elderly patients after orthopedic surgery",Anne_Marbella,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
11652,"Forsmo, H. M., Pfeffer, F., Rasdal, A., Ostgaard, G., Mohn, A. C., Korner, H., Erichsen, C.","Compliance with enhanced recovery after surgery criteria and preoperative and postoperative counselling reduces length of hospital stay in colorectal surgery: results of a randomized controlled trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
11652,"Forsmo, H. M., Pfeffer, F., Rasdal, A., Ostgaard, G., Mohn, A. C., Korner, H., Erichsen, C.","Compliance with enhanced recovery after surgery criteria and preoperative and postoperative counselling reduces length of hospital stay in colorectal surgery: results of a randomized controlled trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
12900,"Tang, Y., Liu, J., Huang, X., Ding, H., Tan, S., Zhu, Y.","Effect of Dexmedetomidine-Assisted Intravenous Inhalation Combined Anesthesia on Cerebral Oxygen Metabolism and Serum Th1/Th2 Level in Elderly Colorectal Cancer Patients",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
12900,"Tang, Y., Liu, J., Huang, X., Ding, H., Tan, S., Zhu, Y.","Effect of Dexmedetomidine-Assisted Intravenous Inhalation Combined Anesthesia on Cerebral Oxygen Metabolism and Serum Th1/Th2 Level in Elderly Colorectal Cancer Patients",Anne_Marbella,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
13075,"Xing, C., Yan, C.","Effects of dexmedetomidine on the incidence of postoperative delirium and plasma S-100β protein levels following hip surgery in the elderly population",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
13075,"Xing, C., Yan, C.","Effects of dexmedetomidine on the incidence of postoperative delirium and plasma S-100β protein levels following hip surgery in the elderly population",Lexi_Dyer,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
13141,"Ren, W. X., Wu, R. R.","Effect of general and sub-arachnoid anesthesia on the incidence of postoperative delirium and cognitive impairments in elderly Chinese patients",Madhulika_Agarkar,4,"Some concerns","Some concerns","Some concerns",Low,"Some concerns",High,Low,Low,Low,Low,Low,Low,"Some concerns",High
13141,"Ren, W. X., Wu, R. R.","Effect of general and sub-arachnoid anesthesia on the incidence of postoperative delirium and cognitive impairments in elderly Chinese patients",Stephanie_Ramirez,4,"Some concerns","Some concerns","Some concerns",Low,"Some concerns",High,Low,Low,Low,Low,Low,Low,"Some concerns",High
13184,"Tu, W., Yuan, H., Zhang, S., Lu, F., Yin, L., Chen, C., Li, J.","Influence of anesthetic induction of propofol combined with esketamine on perioperative stress and inflammatory responses and postoperative cognition of elderly surgical patients",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
13184,"Tu, W., Yuan, H., Zhang, S., Lu, F., Yin, L., Chen, C., Li, J.","Influence of anesthetic induction of propofol combined with esketamine on perioperative stress and inflammatory responses and postoperative cognition of elderly surgical patients",Anne_Marbella,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
13406,"Zhou, M., Lyu, Y., Zhu, Y., Jiang, T., Wu, C., Yang, J., Wang, L.","Effect of Ulinastatin Combined With Dexmedetomidine on Postoperative Cognitive Dysfunction in Patients Who Underwent Cardiac Surgery",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
13406,"Zhou, M., Lyu, Y., Zhu, Y., Jiang, T., Wu, C., Yang, J., Wang, L.","Effect of Ulinastatin Combined With Dexmedetomidine on Postoperative Cognitive Dysfunction in Patients Who Underwent Cardiac Surgery",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
13483,"Wang, W., Feng, N., Zhao, W., Luo, F., Zhu, X., Zhao, W., Liu, Z., Xu, L.","Dexmedetomidine reduces brain neuronal injuries but not clinical neurocognitive function in the elderly, compared to midazolam",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
13483,"Wang, W., Feng, N., Zhao, W., Luo, F., Zhu, X., Zhao, W., Liu, Z., Xu, L.","Dexmedetomidine reduces brain neuronal injuries but not clinical neurocognitive function in the elderly, compared to midazolam",Lexi_Dyer,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
13512,"Gupta, P. K., Verma, R., Kohli, M., Shukla, N., Kannaujia, S.","The effect of ramelteon on postoperative delirium in elderly patients: A randomised double-blind study",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
13512,"Gupta, P. K., Verma, R., Kohli, M., Shukla, N., Kannaujia, S.","The effect of ramelteon on postoperative delirium in elderly patients: A randomised double-blind study",Lexi_Dyer,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
13568,"He, F., Shen, L., Zhong, J.","A study of dexmedetomidine in the prevention of postoperative delirium in elderly patients after vertebral osteotomy",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
13568,"He, F., Shen, L., Zhong, J.","A study of dexmedetomidine in the prevention of postoperative delirium in elderly patients after vertebral osteotomy",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
13579,"Azeem, T. M. A., Yosif, N. E., Alansary, A. M., Esmat, I. M., Mohamed, A. K.","Dexmedetomidine vs morphine and midazolam in the prevention and treatment of delirium after adult cardiac surgery; A randomized, double-blinded clinical trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
13579,"Azeem, T. M. A., Yosif, N. E., Alansary, A. M., Esmat, I. M., Mohamed, A. K.","Dexmedetomidine vs morphine and midazolam in the prevention and treatment of delirium after adult cardiac surgery; A randomized, double-blinded clinical trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
13669,"Haghighi, M., Sedighinejad, A., Nabi, B. N., Mardani-Kivi, M., Tehran, S. G., Mirfazli, S. A., Mirbolook, A., Saheli, N. A.","Is spinal anesthesia with low dose lidocaine better than sevoflorane anesthesia in patients undergoing hip fracture surgery",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
13669,"Haghighi, M., Sedighinejad, A., Nabi, B. N., Mardani-Kivi, M., Tehran, S. G., Mirfazli, S. A., Mirbolook, A., Saheli, N. A.","Is spinal anesthesia with low dose lidocaine better than sevoflorane anesthesia in patients undergoing hip fracture surgery",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
13719,"Özer, E., Yilmaz, R.","Effect of different anesthetic techniques on mental outcome In elderly patients undergoing off-pump coronary artery bypass graft surgery",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
13719,"Özer, E., Yilmaz, R.","Effect of different anesthetic techniques on mental outcome In elderly patients undergoing off-pump coronary artery bypass graft surgery",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
13731,"Yu, D. N., Zhu, Y., Ma, J., Sun, Q.","Comparison of post-anesthesia delirium in elderly patients treated with dexmedetomidine and midazolam maleate after thoracic surgery",Anne_Marbella,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
13731,"Yu, D. N., Zhu, Y., Ma, J., Sun, Q.","Comparison of post-anesthesia delirium in elderly patients treated with dexmedetomidine and midazolam maleate after thoracic surgery",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
13777,"Ge, Y. L., Li, X., Gao, J., Zhang, X., Fang, X., Zhou, L., Ji, W., Lin, S.","Beneficial effects of intravenous dexmedetomidine on cognitive function and cerebral injury following a carotid endarterectomy",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
13777,"Ge, Y. L., Li, X., Gao, J., Zhang, X., Fang, X., Zhou, L., Ji, W., Lin, S.","Beneficial effects of intravenous dexmedetomidine on cognitive function and cerebral injury following a carotid endarterectomy",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
13941,"Mohamed, S., Shaaban, A. R.","The effect of dexmedetomidine on the incidence of postoperative cognitive dysfunction in elderly patients after prolonged abdominal surgery",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
13941,"Mohamed, S., Shaaban, A. R.","The effect of dexmedetomidine on the incidence of postoperative cognitive dysfunction in elderly patients after prolonged abdominal surgery",Lexi_Dyer,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
14006,"Mardani, D., Bigdelian, H.","Prophylaxis of dexamethasone protects patients from further post-operative delirium after cardiac surgery: A randomized trial",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,High,High,High,Low,Low,Low,Low,Low,Low,High,High
14006,"Mardani, D., Bigdelian, H.","Prophylaxis of dexamethasone protects patients from further post-operative delirium after cardiac surgery: A randomized trial",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,High,High,High,Low,Low,Low,Low,Low,Low,High,High
14441,"Casati, A., Aldegheri, G., Vinciguerra, E., Marsan, A., Fraschini, G., Torri, G.","Randomized comparison between sevoflurane anaesthesia and unilateral spinal anaesthesia in elderly patients undergoing orthopaedic surgery",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
14441,"Casati, A., Aldegheri, G., Vinciguerra, E., Marsan, A., Fraschini, G., Torri, G.","Randomized comparison between sevoflurane anaesthesia and unilateral spinal anaesthesia in elderly patients undergoing orthopaedic surgery",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
14566,"Chu, C. P. W., Yap, J. C. C. M., Chen, P. P., Hung, H. H.","Postoperative outcome in Chinese patients having primary total knee arthroplasty under general anaesthesia/intravenous patient-controlled analgesia compared to spinal-epidural anaesthesia/analgesia",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
14566,"Chu, C. P. W., Yap, J. C. C. M., Chen, P. P., Hung, H. H.","Postoperative outcome in Chinese patients having primary total knee arthroplasty under general anaesthesia/intravenous patient-controlled analgesia compared to spinal-epidural anaesthesia/analgesia",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
15278,"Apan, A., Cuvas Apan, O., Kose, E. A.","Segmental epidural anesthesia for percutaneous kyphoplasty:comparison with general anesthesia",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
15278,"Apan, A., Cuvas Apan, O., Kose, E. A.","Segmental epidural anesthesia for percutaneous kyphoplasty:comparison with general anesthesia",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
15285,"Bornemann-Cimenti, H., Wejbora, M., Michaeli, K., Edler, A., Sandner-Kiesling, A.","The effects of minimal-dose versus low-dose S-ketamine on opioid consumption, hyperalgesia, and postoperative delirium: a triple-blinded, randomized, active- and placebo-controlled clinical trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
15285,"Bornemann-Cimenti, H., Wejbora, M., Michaeli, K., Edler, A., Sandner-Kiesling, A.","The effects of minimal-dose versus low-dose S-ketamine on opioid consumption, hyperalgesia, and postoperative delirium: a triple-blinded, randomized, active- and placebo-controlled clinical trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
15440,"Fazel, M. R., Kheirkhah, P., Atoof, F.","Sevoflurane versus propofol anesthesia on early postoperative cognitive function in older adults: A randomized controlled trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
15440,"Fazel, M. R., Kheirkhah, P., Atoof, F.","Sevoflurane versus propofol anesthesia on early postoperative cognitive function in older adults: A randomized controlled trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16008,"Turan, A., Duncan, A., Leung, S., Karimi, N., Fang, J., Mao, G., Hargrave, J., Gillinov, M., Trombetta, C., Ayad, S., Hassan, M., Feider, A., Howard-Quijano, K., Ruetzler, K., Sessler, D. I., Group, Decade Study","Dexmedetomidine for reduction of atrial fibrillation and delirium after cardiac surgery (DECADE): a randomised placebo-controlled trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16008,"Turan, A., Duncan, A., Leung, S., Karimi, N., Fang, J., Mao, G., Hargrave, J., Gillinov, M., Trombetta, C., Ayad, S., Hassan, M., Feider, A., Howard-Quijano, K., Ruetzler, K., Sessler, D. I., Group, Decade Study","Dexmedetomidine for reduction of atrial fibrillation and delirium after cardiac surgery (DECADE): a randomised placebo-controlled trial",Lexi_Dyer,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16023,"Wu, L. P., Kang, W. Q.","Effect of dexmedetomidine for sedation and cognitive function in patients with preoperative anxiety undergoing carotid artery stenting",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16023,"Wu, L. P., Kang, W. Q.","Effect of dexmedetomidine for sedation and cognitive function in patients with preoperative anxiety undergoing carotid artery stenting",Lexi_Dyer,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16303,"Yan, Chen, Ti-jun, Dai","Effects of Intraoperative Dexmedetomidine Infusion on Postoperative Delirium in Elderly Patients Undergoing Total Hip Arthroplasty",Madhulika_Agarkar,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
16303,"Yan, Chen, Ti-jun, Dai","Effects of Intraoperative Dexmedetomidine Infusion on Postoperative Delirium in Elderly Patients Undergoing Total Hip Arthroplasty",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
16533,"Dieleman, J. M., Nierich, A. P., Rosseel, P. M., van der Maaten, J. M., Hofland, J., Diephuis, J. C., Schepp, R. M., Boer, C., Moons, K. G., van Herwerden, L. A., Tijssen, J. G., Numan, S. C., Kalkman, C. J., van Dijk, D., Dexamethasone for Cardiac Surgery Study, Group","Intraoperative high-dose dexamethasone for cardiac surgery: a randomized controlled trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16533,"Dieleman, J. M., Nierich, A. P., Rosseel, P. M., van der Maaten, J. M., Hofland, J., Diephuis, J. C., Schepp, R. M., Boer, C., Moons, K. G., van Herwerden, L. A., Tijssen, J. G., Numan, S. C., Kalkman, C. J., van Dijk, D., Dexamethasone for Cardiac Surgery Study, Group","Intraoperative high-dose dexamethasone for cardiac surgery: a randomized controlled trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16547,"Celik, J. B., Topal, A., Erol, A., Guven, S., Kara, I.","A comparison of recovery characteristics of sevoflurane and propofol remifentanil anesthesia in geriatric patients",Anne_Marbella,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
16547,"Celik, J. B., Topal, A., Erol, A., Guven, S., Kara, I.","A comparison of recovery characteristics of sevoflurane and propofol remifentanil anesthesia in geriatric patients",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
16552,"de Jonghe, A., van Munster, B. C., Goslings, J. C., Kloen, P., van Rees, C., Wolvius, R., van Velde, R., Levi, M., de Haan, R. J., de Rooij, S. E., Amsterdam Delirium Study, Group","Effect of melatonin on incidence of delirium among patients with hip fracture: a multicentre, double-blind randomized controlled trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16552,"de Jonghe, A., van Munster, B. C., Goslings, J. C., Kloen, P., van Rees, C., Wolvius, R., van Velde, R., Levi, M., de Haan, R. J., de Rooij, S. E., Amsterdam Delirium Study, Group","Effect of melatonin on incidence of delirium among patients with hip fracture: a multicentre, double-blind randomized controlled trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16556,"Egawa, J., Inoue, S., Nishiwada, T., Tojo, T., Kimura, M., Kawaguchi, T., Taniguchi, S., Furuya, H., Kawaguchi, M.","Effects of anesthetics on early postoperative cognitive outcome and intraoperative cerebral oxygen balance in patients undergoing lung surgery: a randomized clinical trial",Lexi_Dyer,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16556,"Egawa, J., Inoue, S., Nishiwada, T., Tojo, T., Kimura, M., Kawaguchi, T., Taniguchi, S., Furuya, H., Kawaguchi, M.","Effects of anesthetics on early postoperative cognitive outcome and intraoperative cerebral oxygen balance in patients undergoing lung surgery: a randomized clinical trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16557,"Epple, J., Kubitz, J., Schmidt, H., Motsch, J., Böttiger, B. W., Martin, E., Bach, A.","Comparative analysis of costs of total intravenous anaesthesia with propofol and remifentanil vs. balanced anaesthesia with isoflurane and fentanyl",Lexi_Dyer,4,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns",Low,Low,"Some concerns","Some concerns"
16557,"Epple, J., Kubitz, J., Schmidt, H., Motsch, J., Böttiger, B. W., Martin, E., Bach, A.","Comparative analysis of costs of total intravenous anaesthesia with propofol and remifentanil vs. balanced anaesthesia with isoflurane and fentanyl",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns",Low,Low,"Some concerns","Some concerns"
16558,"Ford, A. H., Flicker, L., Kelly, R., Patel, H., Passage, J., Wibrow, B., Anstey, M., Edwards, M., Almeida, O. P.","The Healthy Heart-Mind Trial: randomized controlled trial of melatonin for prevention of delirium",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16558,"Ford, A. H., Flicker, L., Kelly, R., Patel, H., Passage, J., Wibrow, B., Anstey, M., Edwards, M., Almeida, O. P.","The Healthy Heart-Mind Trial: randomized controlled trial of melatonin for prevention of delirium",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16559,"Geng, Y. J., Wu, Q. H., Zhang, R. Q.","Effect of propofol, sevoflurane, and isoflurane on postoperative cognitive dysfunction following laparoscopic cholecystectomy in elderly patients: A randomized controlled trial",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16559,"Geng, Y. J., Wu, Q. H., Zhang, R. Q.","Effect of propofol, sevoflurane, and isoflurane on postoperative cognitive dysfunction following laparoscopic cholecystectomy in elderly patients: A randomized controlled trial",Lexi_Dyer,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16572,"Ishii, K., Makita, T., Yamashita, H., Matsunaga, S., Akiyama, D., Toba, K., Hara, K., Sumikawa, K., Hara, T.","Total intravenous anesthesia with propofol is associated with a lower rate of postoperative delirium in comparison with sevoflurane anesthesia in elderly patients",Lexi_Dyer,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
16572,"Ishii, K., Makita, T., Yamashita, H., Matsunaga, S., Akiyama, D., Toba, K., Hara, K., Sumikawa, K., Hara, T.","Total intravenous anesthesia with propofol is associated with a lower rate of postoperative delirium in comparison with sevoflurane anesthesia in elderly patients",Stephanie_Ramirez,4,"Some concerns","Some concerns",Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,"Some concerns","Some concerns"
16573,"Jia, Y., Jin, G., Guo, S., Gu, B., Jin, Z., Gao, X., Li, Z.","Fast-track surgery decreases the incidence of postoperative delirium and other complications in elderly patients with colorectal carcinoma",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16573,"Jia, Y., Jin, G., Guo, S., Gu, B., Jin, Z., Gao, X., Li, Z.","Fast-track surgery decreases the incidence of postoperative delirium and other complications in elderly patients with colorectal carcinoma",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16587,"Luntz, S. P., Janitz, E., Motsch, J., Bach, A., Martin, E., Böttiger, B. W.","Cost-effectiveness and high patient satisfaction in the elderly: sevoflurane versus propofol anaesthesia",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16587,"Luntz, S. P., Janitz, E., Motsch, J., Bach, A., Martin, E., Böttiger, B. W.","Cost-effectiveness and high patient satisfaction in the elderly: sevoflurane versus propofol anaesthesia",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16605,"Partridge, J. S., Harari, D., Martin, F. C., Peacock, J. L., Bell, R., Mohammed, A., Dhesi, J. K.","Randomized clinical trial of comprehensive geriatric assessment and optimization in vascular surgery",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,High,High
16605,"Partridge, J. S., Harari, D., Martin, F. C., Peacock, J. L., Bell, R., Mohammed, A., Dhesi, J. K.","Randomized clinical trial of comprehensive geriatric assessment and optimization in vascular surgery",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,High,High
16607,"Prakanrattana, U., Prapaitrakool, S.","Efficacy of risperidone for prevention of postoperative delirium in cardiac surgery",Anne_Marbella,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16607,"Prakanrattana, U., Prapaitrakool, S.","Efficacy of risperidone for prevention of postoperative delirium in cardiac surgery",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16608,"Prestmo, A., Hagen, G., Sletvold, O., Helbostad, J. L., Thingstad, P., Taraldsen, K., Lydersen, S., Halsteinli, V., Saltnes, T., Lamb, S. E., Johnsen, L. G., Saltvedt, I.","Comprehensive geriatric care for patients with hip fractures: a prospective, randomised, controlled trial",Madhulika_Agarkar,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16608,"Prestmo, A., Hagen, G., Sletvold, O., Helbostad, J. L., Thingstad, P., Taraldsen, K., Lydersen, S., Halsteinli, V., Saltnes, T., Lamb, S. E., Johnsen, L. G., Saltvedt, I.","Comprehensive geriatric care for patients with hip fractures: a prospective, randomised, controlled trial",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16622,"Tang, N., Ou, C., Liu, Y., Zuo, Y., Bai, Y.","Effect of inhalational anaesthetic on postoperative cognitive dysfunction following radical rectal resection in elderly patients with mild cognitive impairment",Lexi_Dyer,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
16622,"Tang, N., Ou, C., Liu, Y., Zuo, Y., Bai, Y.","Effect of inhalational anaesthetic on postoperative cognitive dysfunction following radical rectal resection in elderly patients with mild cognitive impairment",Stephanie_Ramirez,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
