refid,design_f_lab,study,study_l,study_l_w_linked,study_id,arm_id,drug,drug_f,drug_recode,drug_recode_abbr,drug_study,arm_n,arm_proph_meds,none,proph_history,proph_med_pre,proph_med_induct,proph_med_intra,proph_med_postop,proph_med_unspec,dexmed,dexmed_loading,dexmed_maintain,dexmed_maintain_low,dexmed_maintain_up,dexmed_postdose,ketamine,ketamine_dose,ketamine_dose_iv,ket_postdose,melatonin,melatonin_dose,melatonin_days,ramelteon,ramelteon_dose,ramelteon_numberdoses,gabapentin,gabapentin_dose,gabapentin_numberdoses,ulinastatin,ulinastatin_dose,ulinastatin_numberdoses,notes,multiple_kq,drug_kq5,control_desc_kq5,other_spec,interv_desc,control_desc
17136,Retrospective Cohort,Memtsoudis 2019g,[Memtsoudis 2019g](evidence_tables.html#17136),[Memtsoudis 2019g](evidence_tables.html#17136) ([Memtsoudis 2019a](evidence_tables.html#5163)),Memtsoudis 2019g-2,2,Ketamine,Ketamine,Ketamine,Ket,Ketamine,49430,kq6_proph_meds,,,,,proph_med_intra,proph_med_postop,,,,,,,,ketamine,,,,,,,,,,,,,,,,,,,,,ketamine on day of surgery and/or postop day 1,
17137,Retrospective Cohort,Memtsoudis 2019h,[Memtsoudis 2019h](evidence_tables.html#17137),[Memtsoudis 2019h](evidence_tables.html#17137) ([Memtsoudis 2019a](evidence_tables.html#5163)),Memtsoudis 2019h-1,1,,,,,Ketamine,1082854,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17137,Retrospective Cohort,Memtsoudis 2019h,[Memtsoudis 2019h](evidence_tables.html#17137),[Memtsoudis 2019h](evidence_tables.html#17137) ([Memtsoudis 2019a](evidence_tables.html#5163)),Memtsoudis 2019h-2,2,,,,,Ketamine,47715,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17138,Retrospective Cohort,Memtsoudis 2019i,[Memtsoudis 2019i](evidence_tables.html#17138),[Memtsoudis 2019i](evidence_tables.html#17138) ([Memtsoudis 2019a](evidence_tables.html#5163)),Memtsoudis 2019i-1,1,,,,,Ketamine,569339,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17138,Retrospective Cohort,Memtsoudis 2019i,[Memtsoudis 2019i](evidence_tables.html#17138),[Memtsoudis 2019i](evidence_tables.html#17138) ([Memtsoudis 2019a](evidence_tables.html#5163)),Memtsoudis 2019i-2,2,,,,,Ketamine,561230,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17139,Retrospective Cohort,Memtsoudis 2019j,[Memtsoudis 2019j](evidence_tables.html#17139),[Memtsoudis 2019j](evidence_tables.html#17139) ([Memtsoudis 2019a](evidence_tables.html#5163)),Memtsoudis 2019j-1,1,,,,,Ketamine,710381,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17139,Retrospective Cohort,Memtsoudis 2019j,[Memtsoudis 2019j](evidence_tables.html#17139),[Memtsoudis 2019j](evidence_tables.html#17139) ([Memtsoudis 2019a](evidence_tables.html#5163)),Memtsoudis 2019j-2,2,,,,,Ketamine,420188,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17140,Retrospective Cohort,Slor 2011a,[Slor 2011a](evidence_tables.html#17140),[Slor 2011a](evidence_tables.html#17140) ([Kalisvaart 2005](evidence_tables.html#8574)),Slor 2011a-1,1,,,,,Ketamine,96,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17140,Retrospective Cohort,Slor 2011a,[Slor 2011a](evidence_tables.html#17140),[Slor 2011a](evidence_tables.html#17140) ([Kalisvaart 2005](evidence_tables.html#8574)),Slor 2011a-2,2,,,,,Ketamine,430,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17141,Retrospective Cohort,Slor 2011b,[Slor 2011b](evidence_tables.html#17141),[Slor 2011b](evidence_tables.html#17141) ([Kalisvaart 2005](evidence_tables.html#8574)),Slor 2011b-1,1,,,,,Ketamine,480,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17141,Retrospective Cohort,Slor 2011b,[Slor 2011b](evidence_tables.html#17141),[Slor 2011b](evidence_tables.html#17141) ([Kalisvaart 2005](evidence_tables.html#8574)),Slor 2011b-2,2,,,,,Ketamine,46,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17142,Retrospective Cohort,Mueller 2020b,[Mueller 2020b](evidence_tables.html#17142),[Mueller 2020b](evidence_tables.html#17142) ([Mueller 2020a](evidence_tables.html#118)),Mueller 2020b-1,1,,,,,Ketamine,558,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17142,Retrospective Cohort,Mueller 2020b,[Mueller 2020b](evidence_tables.html#17142),[Mueller 2020b](evidence_tables.html#17142) ([Mueller 2020a](evidence_tables.html#118)),Mueller 2020b-2,2,,,,,Ketamine,92,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17143,Retrospective Cohort,Weinstein 2018b,[Weinstein 2018b](evidence_tables.html#17143),[Weinstein 2018b](evidence_tables.html#17143) ([Weinstein 2018a](evidence_tables.html#4888)),Weinstein 2018b-1,1,,,,,Ketamine,33500,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17143,Retrospective Cohort,Weinstein 2018b,[Weinstein 2018b](evidence_tables.html#17143),[Weinstein 2018b](evidence_tables.html#17143) ([Weinstein 2018a](evidence_tables.html#4888)),Weinstein 2018b-2,2,,,,,Ketamine,3451,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17144,Retrospective Cohort,Weinstein 2018c,[Weinstein 2018c](evidence_tables.html#17144),[Weinstein 2018c](evidence_tables.html#17144) ([Weinstein 2018a](evidence_tables.html#4888)),Weinstein 2018c-1,1,None,Control,None,None,Ketamine,31796,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17144,Retrospective Cohort,Weinstein 2018c,[Weinstein 2018c](evidence_tables.html#17144),[Weinstein 2018c](evidence_tables.html#17144) ([Weinstein 2018a](evidence_tables.html#4888)),Weinstein 2018c-2,2,Ketamine,Ketamine,Ketamine,Ket,Ketamine,4070,kq6_proph_meds,,,,,,,,,,,,,,ketamine,,,,,,,,,,,,,,,,,,,,,intraoperative ketamine study notes,
17145,Retrospective Cohort,Weinstein 2018d,[Weinstein 2018d](evidence_tables.html#17145),[Weinstein 2018d](evidence_tables.html#17145) ([Weinstein 2018a](evidence_tables.html#4888)),Weinstein 2018d-1,1,None,Control,None,None,Ketamine,36852,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17145,Retrospective Cohort,Weinstein 2018d,[Weinstein 2018d](evidence_tables.html#17145),[Weinstein 2018d](evidence_tables.html#17145) ([Weinstein 2018a](evidence_tables.html#4888)),Weinstein 2018d-2,2,Ketamine,Ketamine,Ketamine,Ket,Ketamine,99,kq6_proph_meds,,,,,,proph_med_postop,,,,,,,,ketamine,,,,,,,,,,,,,,,,,,,,,"postoperative ketamine; study notes ""rather large doses (i.e., averaging >1500 mg) administered""",
17146,Prospective Cohort,Ke 2022b,[Ke 2022b](evidence_tables.html#17146),[Ke 2022b](evidence_tables.html#17146) ([Ke 2022a](evidence_tables.html#6840)),Ke 2022b-1,1,None,Control,None,None,Dexmedetomidine,97,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17146,Prospective Cohort,Ke 2022b,[Ke 2022b](evidence_tables.html#17146),[Ke 2022b](evidence_tables.html#17146) ([Ke 2022a](evidence_tables.html#6840)),Ke 2022b-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,1,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,,,,,,,,,,,,,,,,,,,,,,,,,,,not reported,
17147,Prospective Cohort,Ke 2022c,[Ke 2022c](evidence_tables.html#17147),[Ke 2022c](evidence_tables.html#17147) ([Ke 2022a](evidence_tables.html#6840)),Ke 2022c-1,1,None,Control,None,None,Ketamine,92,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17147,Prospective Cohort,Ke 2022c,[Ke 2022c](evidence_tables.html#17147),[Ke 2022c](evidence_tables.html#17147) ([Ke 2022a](evidence_tables.html#6840)),Ke 2022c-2,2,Ketamine,Ketamine,Ketamine,Ket,Ketamine,6,kq6_proph_meds,,,,,proph_med_intra,,,,,,,,,ketamine,,,,,,,,,,,,,,,,,,,,,,
17148,Retrospective Cohort,Fuchita 2019b,[Fuchita 2019b](evidence_tables.html#17148),[Fuchita 2019b](evidence_tables.html#17148) ([Fuchita 2019a](evidence_tables.html#8003)),Fuchita 2019b-1,1,,,,,Ketamine,77,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17148,Retrospective Cohort,Fuchita 2019b,[Fuchita 2019b](evidence_tables.html#17148),[Fuchita 2019b](evidence_tables.html#17148) ([Fuchita 2019a](evidence_tables.html#8003)),Fuchita 2019b-2,2,,,,,Ketamine,7,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17149,Retrospective Cohort,Fuchita 2019c,[Fuchita 2019c](evidence_tables.html#17149),[Fuchita 2019c](evidence_tables.html#17149) ([Fuchita 2019a](evidence_tables.html#8003)),Fuchita 2019c-1,1,None,Control,None,None,Ketamine,74,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17149,Retrospective Cohort,Fuchita 2019c,[Fuchita 2019c](evidence_tables.html#17149),[Fuchita 2019c](evidence_tables.html#17149) ([Fuchita 2019a](evidence_tables.html#8003)),Fuchita 2019c-2,2,Ketamine,Ketamine,Ketamine,Ket,Ketamine,10,kq6_proph_meds,,,,,proph_med_intra,,,,,,,,,ketamine,,,,,,,,,,,,,,,,,,,,,,
17150,Retrospective Cohort,Liu 2023b,[Liu 2023b](evidence_tables.html#17150),[Liu 2023b](evidence_tables.html#17150) ([Liu 2023a](evidence_tables.html#17038)),Liu 2023b-1,1,None,Control,None,None,Dexmedetomidine,35,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No intraoperative dexmedetomidine
17150,Retrospective Cohort,Liu 2023b,[Liu 2023b](evidence_tables.html#17150),[Liu 2023b](evidence_tables.html#17150) ([Liu 2023a](evidence_tables.html#17038)),Liu 2023b-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,160,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,,,,,,,,,,,,,,,,,,,,,,,,,,,intraoperative dexmedetomidine,
17152,Randomized Clinical Trial,Esmaeii 2022,[Esmaeii 2022](evidence_tables.html#17152),[Esmaeii 2022](evidence_tables.html#17152),Esmaeii 2022-1,1,None,Control,None,None,Melatonin,49,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17152,Randomized Clinical Trial,Esmaeii 2022,[Esmaeii 2022](evidence_tables.html#17152),[Esmaeii 2022](evidence_tables.html#17152),Esmaeii 2022-2,2,Melatonin,Melatonin,Melatonin,Mel,Melatonin,51,kq6_proph_meds,,,proph_med_pre,,,,,,,,,,,,,,,melatonin,5,2,,,,,,,,,,,,,,,A first dose of these medications was given at bedtime the night before surgery and a second dose 90 minutes before surgery.,
17153,Randomized Clinical Trial,Fazel 2022,[Fazel 2022](evidence_tables.html#17153),[Fazel 2022](evidence_tables.html#17153),Fazel 2022-1,1,Placebo,Control,Placebo,Plac,Melatonin,36,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Patients received placebo (as Avisel capsules) the night before the surgery, the night of the operation, and two nights after the surgical operation at 9pm."
17153,Randomized Clinical Trial,Fazel 2022,[Fazel 2022](evidence_tables.html#17153),[Fazel 2022](evidence_tables.html#17153),Fazel 2022-2,2,Melatonin,Melatonin,Melatonin,Mel,Melatonin,36,kq6_proph_meds,,,proph_med_pre,,,proph_med_postop,,,,,,,,,,,,melatonin,5,4,,,,,,,,,,,,,,,"5 mg melatonin capsules (Now Food, Bloomingdale, IL 60108, USA) orally the night before surgery, the night of the operation, and two nights postop at 9pm.",
17154,Randomized Clinical Trial,Mohamed 2022,[Mohamed 2022](evidence_tables.html#17154),[Mohamed 2022](evidence_tables.html#17154),Mohamed 2022-1,1,Placebo,Control,Placebo,Plac,Melatonin,40,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 mg tablet of paracetamol as a placebo as it looks similar to melatonin tablets. They were packed in an opaque envelope and given orally at 9pm before surgery and another 500 mg with 15 mL of clear water 30 min before surgery.
17154,Randomized Clinical Trial,Mohamed 2022,[Mohamed 2022](evidence_tables.html#17154),[Mohamed 2022](evidence_tables.html#17154),Mohamed 2022-2,2,Melatonin,Melatonin,Melatonin,Mel,Melatonin,40,kq6_proph_meds,,,proph_med_pre,,,,,,,,,,,,,,,melatonin,5,2,,,,,,,,,,,,,,,"5 mg tablet of melatonin, packed in an opaque envelope, given orally at 9pm the evening before surgery and another 5 mg of melatonin with 15 mL of clear water 30 minutes before surgery.",
17155,Randomized Clinical Trial,Shyu 2008,[Shyu 2008](evidence_tables.html#17155),[Shyu 2008](evidence_tables.html#17155) ([Shyu 2005](evidence_tables.html#17156)),Shyu 2008-1,1,,,,,Melatonin,82,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17155,Randomized Clinical Trial,Shyu 2008,[Shyu 2008](evidence_tables.html#17155),[Shyu 2008](evidence_tables.html#17155) ([Shyu 2005](evidence_tables.html#17156)),Shyu 2008-2,2,,,,,Melatonin,80,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17156,Randomized Clinical Trial,Shyu 2005,[Shyu 2005](evidence_tables.html#17156),[Shyu 2005](evidence_tables.html#17156),Shyu 2005-1,1,,,,,Melatonin,69,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17156,Randomized Clinical Trial,Shyu 2005,[Shyu 2005](evidence_tables.html#17156),[Shyu 2005](evidence_tables.html#17156),Shyu 2005-2,2,,,,,Melatonin,68,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17228,Retrospective Cohort,Poeran 2020a,[Poeran 2020a](evidence_tables.html#17228),[Poeran 2020a](evidence_tables.html#17228),Poeran 2020a-1,1,,,,,Melatonin,338015,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17228,Retrospective Cohort,Poeran 2020a,[Poeran 2020a](evidence_tables.html#17228),[Poeran 2020a](evidence_tables.html#17228),Poeran 2020a-2,2,,,,,Melatonin,167137,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17365,Randomized Clinical Trial,Brondum 2022,[Brondum 2022](evidence_tables.html#17365),[Brondum 2022](evidence_tables.html#17365),Brondum 2022-1,1,,,,,Melatonin,16,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17365,Randomized Clinical Trial,Brondum 2022,[Brondum 2022](evidence_tables.html#17365),[Brondum 2022](evidence_tables.html#17365),Brondum 2022-2,2,,,,,Melatonin,17,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17503,Randomized Clinical Trial,Gao 2022,[Gao 2022](evidence_tables.html#17503),[Gao 2022](evidence_tables.html#17503),Gao 2022-1,1,Placebo,Control,Placebo,Plac,Dexmedetomidine,48,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal saline at induction and infusion of 0.4 mcg/kg/h during surgery
17503,Randomized Clinical Trial,Gao 2022,[Gao 2022](evidence_tables.html#17503),[Gao 2022](evidence_tables.html#17503),Gao 2022-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,47,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,proph_med_postop,,dexmedetomidine,1,0.4,,,2,,,,,,,,,,,,,,,,,,,,,,postoperative dose 2 mcg/kg,
17531,Randomized Clinical Trial,Guo 2022,[Guo 2022](evidence_tables.html#17531),[Guo 2022](evidence_tables.html#17531),Guo 2022-1,1,None,Control,None,None,Dexmedetomidine,45,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531,Randomized Clinical Trial,Guo 2022,[Guo 2022](evidence_tables.html#17531),[Guo 2022](evidence_tables.html#17531),Guo 2022-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,45,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
17551,Retrospective Cohort,Hasselager 2022,[Hasselager 2022](evidence_tables.html#17551),[Hasselager 2022](evidence_tables.html#17551),Hasselager 2022-1,1,,,,,Dexmedetomidine,8722,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551,Retrospective Cohort,Hasselager 2022,[Hasselager 2022](evidence_tables.html#17551),[Hasselager 2022](evidence_tables.html#17551),Hasselager 2022-2,2,,,,,Dexmedetomidine,8722,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17575,Randomized Clinical Trial,Hu 2022,[Hu 2022](evidence_tables.html#17575),[Hu 2022](evidence_tables.html#17575),Hu 2022-1,1,None,Control,None,None,Dexmedetomidine,20,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17575,Randomized Clinical Trial,Hu 2022,[Hu 2022](evidence_tables.html#17575),[Hu 2022](evidence_tables.html#17575),Hu 2022-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,20,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,loading dose 0.04 mg/ml,
17683,Randomized Clinical Trial,Kowalczyk 2022,[Kowalczyk 2022](evidence_tables.html#17683),[Kowalczyk 2022](evidence_tables.html#17683),Kowalczyk 2022-1,1,None,Control,None,None,Dexmedetomidine,23,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17683,Randomized Clinical Trial,Kowalczyk 2022,[Kowalczyk 2022](evidence_tables.html#17683),[Kowalczyk 2022](evidence_tables.html#17683),Kowalczyk 2022-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,23,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
17971,Randomized Clinical Trial,Sciberras 2022,[Sciberras 2022](evidence_tables.html#17971),[Sciberras 2022](evidence_tables.html#17971),Sciberras 2022-1,1,,,,,Dexmedetomidine,101,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17971,Randomized Clinical Trial,Sciberras 2022,[Sciberras 2022](evidence_tables.html#17971),[Sciberras 2022](evidence_tables.html#17971),Sciberras 2022-2,2,,,,,Dexmedetomidine,99,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17987,Randomized Clinical Trial,Shen 2022,[Shen 2022](evidence_tables.html#17987),[Shen 2022](evidence_tables.html#17987),Shen 2022-1,1,,,,,Dexmedetomidine,60,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17987,Randomized Clinical Trial,Shen 2022,[Shen 2022](evidence_tables.html#17987),[Shen 2022](evidence_tables.html#17987),Shen 2022-2,2,,,,,Dexmedetomidine,60,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18152,Randomized Clinical Trial,Yang 2022,[Yang 2022](evidence_tables.html#18152),[Yang 2022](evidence_tables.html#18152),Yang 2022-1,1,,,,,Dexmedetomidine,40,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18152,Randomized Clinical Trial,Yang 2022,[Yang 2022](evidence_tables.html#18152),[Yang 2022](evidence_tables.html#18152),Yang 2022-2,2,,,,,Dexmedetomidine,40,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18178,Randomized Clinical Trial,Zeng 2022,[Zeng 2022](evidence_tables.html#18178),[Zeng 2022](evidence_tables.html#18178),Zeng 2022-1,1,,,,,Dexmedetomidine,30,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18178,Randomized Clinical Trial,Zeng 2022,[Zeng 2022](evidence_tables.html#18178),[Zeng 2022](evidence_tables.html#18178),Zeng 2022-2,2,,,,,Dexmedetomidine,30,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18346,Randomized Clinical Trial,Deng 2023,[Deng 2023](evidence_tables.html#18346),[Deng 2023](evidence_tables.html#18346),Deng 2023-1,1,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,53,kq6_proph_meds,,,,,proph_med_intra,,,dexmedetomidine,,,0.2,0.7,,,,,,,,,,,,,,,,,,,,Dexmedetomidine,,,sedation given based on patient's demand with dexmedetomidine,
18346,Randomized Clinical Trial,Deng 2023,[Deng 2023](evidence_tables.html#18346),[Deng 2023](evidence_tables.html#18346),Deng 2023-2,2,Remimazolam,Remimazolam,Remimazolam,Rem,Remimazolam,52,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remimazolam,,,,
18378,Randomized Clinical Trial,Farrer 2023,[Farrer 2023](evidence_tables.html#18378),[Farrer 2023](evidence_tables.html#18378),Farrer 2023-1,1,,,,,Remimazolam,99,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18378,Randomized Clinical Trial,Farrer 2023,[Farrer 2023](evidence_tables.html#18378),[Farrer 2023](evidence_tables.html#18378),Farrer 2023-2,2,,,,,Remimazolam,100,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18435,Randomized Clinical Trial,Han 2023,[Han 2023](evidence_tables.html#18435),[Han 2023](evidence_tables.html#18435),Han 2023-1,1,Placebo,Control,Placebo,Plac,Ketamine,34,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(0.15 mg/kg) intravenous saline 5 minutes before the initiation of surgery
18435,Randomized Clinical Trial,Han 2023,[Han 2023](evidence_tables.html#18435),[Han 2023](evidence_tables.html#18435),Han 2023-2,2,Ketamine,Ketamine,Ketamine,Ket,Ketamine,33,kq6_proph_meds,,,,proph_med_induct,,,,,,,,,,ketamine,0.15,,,,,,,,,,,,,,,,,,,,Esketamine group was intravenously instilled with 0.15 mg/kg esketamine 5 min before the beginning of the surgery.,
18474,Randomized Clinical Trial,Huang 2023a,[Huang 2023a](evidence_tables.html#18474),[Huang 2023a](evidence_tables.html#18474),Huang 2023a-1,1,,,,,Ketamine,80,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18474,Randomized Clinical Trial,Huang 2023a,[Huang 2023a](evidence_tables.html#18474),[Huang 2023a](evidence_tables.html#18474),Huang 2023a-2,2,,,,,Ketamine,80,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18477,Retrospective Cohort,Huang 2023b,[Huang 2023b](evidence_tables.html#18477),[Huang 2023b](evidence_tables.html#18477),Huang 2023b-1,1,,,,,Ketamine,26,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18477,Retrospective Cohort,Huang 2023b,[Huang 2023b](evidence_tables.html#18477),[Huang 2023b](evidence_tables.html#18477),Huang 2023b-2,2,,,,,Ketamine,20,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18509,Retrospective Cohort,Kaneko 2023,[Kaneko 2023](evidence_tables.html#18509),[Kaneko 2023](evidence_tables.html#18509),Kaneko 2023-1,1,,,,,Ketamine,58,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18509,Retrospective Cohort,Kaneko 2023,[Kaneko 2023](evidence_tables.html#18509),[Kaneko 2023](evidence_tables.html#18509),Kaneko 2023-2,2,,,,,Ketamine,40,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18510,Randomized Clinical Trial,Kang 2023,[Kang 2023](evidence_tables.html#18510),[Kang 2023](evidence_tables.html#18510),Kang 2023-1,1,,,,,Ketamine,48,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18510,Randomized Clinical Trial,Kang 2023,[Kang 2023](evidence_tables.html#18510),[Kang 2023](evidence_tables.html#18510),Kang 2023-2,2,,,,,Ketamine,47,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18530,Randomized Clinical Trial,Kinouchi 2023,[Kinouchi 2023](evidence_tables.html#18530),[Kinouchi 2023](evidence_tables.html#18530),Kinouchi 2023-1,1,Placebo,Control,Placebo,Plac,Ramelteon,49,kq6_no_proph_meds,kq6_placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 mg lactose pill on the preop night and 5 days post op
18530,Randomized Clinical Trial,Kinouchi 2023,[Kinouchi 2023](evidence_tables.html#18530),[Kinouchi 2023](evidence_tables.html#18530),Kinouchi 2023-2,2,Ramelteon,Ramelteon,Ramelteon,Ram,Ramelteon,54,kq6_proph_meds,,,proph_med_pre,,,proph_med_postop,,,,,,,,,,,,,,,ramelteon,8,6,,,,,,,,,,,,8 mg pill on the preop night and 5 days post op,
18548,Randomized Clinical Trial,Kuang 2023,[Kuang 2023](evidence_tables.html#18548),[Kuang 2023](evidence_tables.html#18548),Kuang 2023-1,1,,,,,Ramelteon,42,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18548,Randomized Clinical Trial,Kuang 2023,[Kuang 2023](evidence_tables.html#18548),[Kuang 2023](evidence_tables.html#18548),Kuang 2023-2,2,,,,,Ramelteon,42,kq5_arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18558,Randomized Clinical Trial,Lai 2023,[Lai 2023](evidence_tables.html#18558),[Lai 2023](evidence_tables.html#18558),Lai 2023-1,1,None,Control,None,None,Dexmedetomidine,30,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18558,Randomized Clinical Trial,Lai 2023,[Lai 2023](evidence_tables.html#18558),[Lai 2023](evidence_tables.html#18558),Lai 2023-2,2,Dexmedetomidine,Dexmedetomidine,Dexmedetomidine,Dex,Dexmedetomidine,29,kq6_proph_meds,,,,proph_med_induct,proph_med_intra,,,dexmedetomidine,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,induction dose=1.0 mcg/kg/h for 10 minutes,
18575,Randomized Clinical Trial,Li 2023,[Li 2023](evidence_tables.html#18575),[Li 2023](evidence_tables.html#18575),Li 2023-1,1,None,Control,None,None,Dexmedetomidine,49,kq6_no_proph_meds,kq6_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
