refid,Reference,Author,Title,Abstract,Reason,Labels,Response Sets,Attachments
13321,"Zhang, W., Wang, T., Wang, G., Yang, M., Zhou, Y., Yuan, Y..  Effects of Dexmedetomidine on Postoperative Delirium and Expression of IL-1β, IL-6, and TNF-α in Elderly Patients After Hip Fracture Operation. Frontiers in Pharmacology.  2020. 11:#pages#","Zhang, W., Wang, T., Wang, G., Yang, M., Zhou, Y., Yuan, Y.","Effects of Dexmedetomidine on Postoperative Delirium and Expression of IL-1β, IL-6, and TNF-α in Elderly Patients After Hip Fracture Operation","Objective: Postoperative delirium (POD) is a common surgical complication in elderly patients. This study investigated the effects of dexmedetomidine on POD and pro-inflammatory markers in elderly patients with hip fracture. Methods: This randomized, double-blind, controlled trial enrolled patients ≥65 years of age who underwent an operation for hip fracture at Beijing JiShuiTan Hospital from October 2016 to January 2017. The patients were divided into the DEX group (injected with dexmedetomidine 0.5 µg/kg/h) and the NS group (injected with normal saline). After surgery, the incidence of delirium at postoperative day 1 (T1), 2 (T2), and 3 (T3) was assessed using the Confusion Assessment Method delirium scale. Interleukin (IL)-1β, IL-6, and tumor necrosis factor (TNF)-α blood levels were detected at T0 (before surgery), T1, and T3. Results: Data from 240 patients were analyzed, with 120/group (intent-to-treat analysis). Dexmedetomidine decreased POD incidence (18.2 vs. 30.6%, P = 0.033). Compared to T0, all three pro-inflammatory markers were higher at T1 and then decreased at T3 (time interaction, all P < 0.001). IL-6 (P < 0.001) levels were lower in the DEX group at T1, and TNF-α (P = 0.003) levels were lower in the DEX group at T1 and T3, but IL-1β levels were similar between the two groups. The rate of adverse events was similar in the two groups. Conclusion: Dexmedetomidine reduced the incidence of POD in elderly patients on the first day after hip fracture surgery, and reduced IL-6 and TNF-α levels over the first 3 days after surgery.",duplicate of 5147,,,
13389,"Min, L., Chen, C., Yan, Y., Jiang, S., Linyi, Y., Xiaoxuan, B., Liwei, Z., Dongmei, C..  Comparison of Combined Lumbosacral Plexus and T12 Paravertebral Nerve Blocks With General Anesthesia in Older Adults Undergoing Primary Total Hip Arthroplasty: A Retrospective, Propensity Score–Matched Cohort Study. Geriatric Orthopaedic Surgery and Rehabilitation.  2020. 11:#pages#","Min, L., Chen, C., Yan, Y., Jiang, S., Linyi, Y., Xiaoxuan, B., Liwei, Z., Dongmei, C.","Comparison of Combined Lumbosacral Plexus and T12 Paravertebral Nerve Blocks With General Anesthesia in Older Adults Undergoing Primary Total Hip Arthroplasty: A Retrospective, Propensity Score–Matched Cohort Study","Background: Total Hip Arthroplasty(THA) is a surgical treatment for hip disease. A large amount of evidence has been reported on comparing outcomes of neuraxial(spinal or epidural) anesthesia and general anesthesia. However, it is unclear whether nerve blocks(NB) as main anesthesia technique compared with general anesthesia(GA) for THA could reduce perioperative complications. We conducted a retrospective evaluation of NB and GA, using a propensity score-matched analysis(PSMA). Methods: A total of 902 patients older than 60 years old with hip disease undergoing primary THA received combined lumbosacral plexus and T12 paravertebral nerve blocks (n = 143) or GA (n = 759) at our institution from 2012 to 2018.Binary logistic regression was used for comparison of the primary outcomes(the incidence of delirium) and the secondary outcomes(the percentage of postoperative hemoglobin(>10g/dl), transfusion(>2 units), major cardiac events(MACE), postoperative pulmonary complications (PPC) and 30-day mortality) in the matched cohorts.Statistical analysis was performed using SPSS v 23.0. Results: Both cohorts were balanced in all included parameters after PSMA. The incidence of delirium was lower (OR 0.233,95% CI 0.064-0.845, p = 0.030) in NB group in matched cohorts. In the unmatched and matched cohorts, the percentage of Hb(>10g/dl) was higher in GA group but the incidence of transfusion(>2 units) was higher in NB group. No difference was found in the incidence of 30-day mortality in the unmatched and matched cohorts. In the unmatched cohorts, the incidence of PPC was higher and LOS was longer in NB cohort, but no difference was observed in the matched cohorts. Conclusion: In patients older than 60 years old receiving primary THA, NB could be associated with a lower incidence of delirium.",duplicate of 6164,,,
13631,"Lin, H. S., McBride, R. L., Hubbard, R. E..  Frailty and anesthesia – Risks during and post-surgery. Local and Regional Anesthesia.  2018. 11:61-73","Lin, H. S., McBride, R. L., Hubbard, R. E.",Frailty and anesthesia – Risks during and post-surgery,"Frailty is a state of decreased physiologic reserve and resistance to stressors. Its prevalence increases with age and is estimated to be 26% in those aged above 85 years. As the population ages, frailty will be increasingly seen in surgical patients receiving anesthesia. Here, we evaluate the instruments which have been developed and validated for measuring frailty in surgical patients and summarize frailty tools used in 110 studies linking frailty status with adverse outcomes post-surgery. Frail older people are vulnerable to geriatric syndromes, and complications such as postoperative cognitive dysfunction and delirium are explored. This review also considers how frailty, with its decline of organ function, affects the metabolism of anesthetic agents and may influence the choice of anesthetic technique in an older person. Optimal perioperative care includes the identification of frailty, a multisystem and multidisciplinary evaluation preoperatively, and discussion of treatment goals and expectations. We conclude with an overview of the emerging evidence that Comprehensive Geriatric Assessment can improve postoperative outcomes and a discussion of the models of care that have been developed to improve preoperative assessment and enhance the postoperative recovery of older surgical patients.",duplicate of 4695,,,
13672,"Reddy, S., Irkal, J., Srinivasamurthy, A..  Postoperative delirium in elderly citizens and current practice. Journal of Anaesthesiology Clinical Pharmacology.  2017. 33:291-299","Reddy, S., Irkal, J., Srinivasamurthy, A.",Postoperative delirium in elderly citizens and current practice,"Postoperative delirium (POD) represents an acute brain dysfunction in the postsurgical period. Perioperative physicians caring for the older adults are familiar with the care of dysfunction of organs such as lungs, heart, liver, or kidney in the perioperative setting, but they are less familiar with management of brain dysfunction. As early detection and prompt treatment of inciting factors are utmost important to prevent or minimize the deleterious outcomes of delirium. The purpose of this review is to prepare perioperative physicians with a set of current clinical practice recommendations to provide optimal perioperative care of older adults, with a special focus on specific perioperative interventions that have been shown to prevent POD. On literature search in EMBASE, CINAHL, and PUBMED between January 2000 and September 2015 using search words delirium, POD, acute postoperative confusion, and brain dysfunction resulted in 9710 articles. Among them, 73 articles were chosen for review, in addition, National Institute for Health and Clinical Excellence guidelines, American Geriatric Society guidelines, hospital elderly life program-confusion assessment method training manual, New York geriatric nursing protocols, World Health Organization's International Classification of Diseases, 10th Revision classification of mental disorders, Food and Drug Administration requests boxed warnings on older class of antipsychotic drugs 2008 and delirium in Miller's text book of anesthesia were reviewed and relevant information presented in this article.",duplicate of 11287,,,
13712,"Su, X., Meng, Z. T., Wu, X. H..  Dexmedetomidine for prevention of delirium in elderly patients after noncardiac surgery: A randomised, double-blind, placebo-controlled trial. Journal of Neurosurgical Anesthesiology.  2017. 29:178-179","Su, X., Meng, Z. T., Wu, X. H.","Dexmedetomidine for prevention of delirium in elderly patients after noncardiac surgery: A randomised, double-blind, placebo-controlled trial",,Duplicate of 2318,,"Level 1, Title abstract screening; Level 2, Full text screening ",Su2017JNeurosurgAnesth.pdf
13841,"Parks, R. M., Rostoft, S., Ommundsen, N., Cheung, K. L..  Peri-operative management of older adults with cancer—The roles of the surgeon and geriatrician. Cancers.  2015. 7:1605-1621","Parks, R. M., Rostoft, S., Ommundsen, N., Cheung, K. L.",Peri-operative management of older adults with cancer—The roles of the surgeon and geriatrician,"Optimal surgical management of older adults with cancer starts pre-operatively. The surgeon plays a key role in the appropriate selection of patients and procedures, optimisation of their functional status prior to surgery, and provision of more intensive care for those who are at high risk of post-operative complications. The literature, mainly based on retrospective, non-randomised studies, suggests that factors such as age, co-morbidities, pre-operative cognitive function and intensity of the surgical procedure all appear to contribute to the development of post-operative complications. Several studies have shown that a pre-operative geriatric assessment predicts post-operative mortality and morbidity as well as survival in older surgical cancer patients. Geriatricians are used to working in multidisciplinary teams that assess older patients and make individual treatment plans. However, the role of the geriatrician in the surgical oncology setting is not well established. A geriatrician could be a valuable contribution to the treatment team both in the pre-operative stage (patient assessment and pre-operative optimisation) and the post-operative stage (patient assessment and treatment of medical complications as well as discharge planning).",duplicate of 4956,,,
13921,"Pritchard, N. C. B..  General anaesthesia for ophthalmic surgery. Anaesthesia and Intensive Care Medicine.  2014. 15:26-29","Pritchard, N. C. B.",General anaesthesia for ophthalmic surgery,"Local anaesthesia for eye surgery is increasingly popular, but there will always be a need for general anaesthesia. Patients may refuse local anaesthesia, may be unable to keep still or lie flat for the duration of surgery or lack the mental facility to cooperate whilst awake. Young children and those with allergy to local anaesthetic also need general anaesthesia. Careful patient preparation is important before surgery. Glycaemic control in patients with diabetes, adjustments to warfarin or aspirin dosing, thromboembolic prophylaxis and preoperative fasting need to be considered. Eye surgery alone is rarely a true emergency, and surgery can usually wait until the patient's stomach is empty. Eye pathology requiring surgery is a feature of many medical conditions and syndromes. Many patients are elderly with ischaemic heart disease, hypertension, chronic obstructive pulmonary disease and renal impairment, which must be assessed before general anaesthesia. Systemic effects of ophthalmic medications, such as hypokalaemia caused by acetazolamide should be considered. A wide range of general anaesthetic techniques are suitable for eye surgery, but certain key points are relevant to specific operations. These include the oculo-cardiac reflex in strabismus and retinal surgery, the use of intraocular gas bubbles in vitreo-retinal operations, controlled hypotension in lacrimal, orbital and other oculoplastic procedures, and the high incidence of nausea after strabismus surgery. Total intravenous anaesthesia (TIVA) fulfils many of the requirements for the ideal anaesthetic technique for ophthalmic surgery. Blood pressure, heart rate and intraocular pressure are lowered. It is rapidly titratable and recovery is fast. Postoperative nausea is reduced and TIVA works well in patients with renal and hepatic disease. Remifentanil infusion allows nitrous oxide to be avoided and top-up doses of muscle relaxants to be minimized during ventilation. For most ophthalmic surgery, postoperative pain is mild and non-steroidal anti-inflammatory drugs work well. Intraoperative sub-Tenon's local anaesthetic is useful. © 2014 Published by Elsevier Ltd.",duplicate of 13708,,,
14026,"Mardani, D., Bigdelian, H..  The effect of dexamethasone prophylaxis on postoperative delirium after cardiac surgery: A randomized trial. Journal of Research in Medical Sciences.  2012. 17:S113-S119","Mardani, D., Bigdelian, H.",The effect of dexamethasone prophylaxis on postoperative delirium after cardiac surgery: A randomized trial,"BACKGROUND: Coronary artery bypass graft is commonly associated with post cardiac surgery delirium. Proinflammatory processes play an important role in the pathogenesis of postoperative delirium. Therefore, dexamethasone might have a beneficial effect on the reduction of this complication. METHODS: This randomized clinical trial was conducted with the objective of the evaluation of dexamethasone effects on postoperative delirium and complications after cardiac surgery. The eligible patients were divided into 2 groups of dexamethasone with 43 patients and placebo with 50 patients. The dexamethasone group took 8mg dexamethasone before induction of anesthesia followed by 8mg every 8 hour for 3 days and the other group received placebo in the same way. RESULTS: all patients were assessed by a mini mental status questionnaire and psychiatric interviewing with the aim of diagnosing delirium. Extubation time of the dexamethasone group was significantly reduced. Our results showed that in the first postoperative day delirium, extubation time, and intensive care unit length of stay significantly decreased in the dexamethasone group without increasing serious complications such as infectious diseases. After administration of dexamethasone only hyperglycemia as an adverse event was increased in the dexamethasone group. Other complications of renal, cardiac, cerebrovascular and respiratory system did not show any significant differences between the two groups. CONCLUSIONS: postoperative delirium is in correlation with costly adverse events after cardiac surgery. Our data suggested that preoperative administration of dexamethasone might safely protect the brain of patients who undergone cardiac surgery against postoperative delirium.",duplicate of 14006,,"Level 1, Title abstract screening; Level 2, Full text screening ; Level 3, Study Characteristics",Mardani2012JResMedSci.pdf
14034,"Alaali, H. H., Irwin, M. G..  Anaesthesia for urological surgery. Anaesthesia and Intensive Care Medicine.  2012. 13:343-347","Alaali, H. H., Irwin, M. G.",Anaesthesia for urological surgery,"Anaesthesia is commonly used to facilitate urological procedures and many patients are elderly with multiple co-morbidities. Urological procedures range from minor day case to major surgery in which extensive resources are needed both intra- and postoperatively. For simple day case procedures like cystoscopy or ureteroscopy, general anaesthesia is most commonly used because it allows for early ambulation. Transurethral resection of the prostate (TURP) needs special attention. TURP syndrome due to excessive absorption of the irrigation fluid can be catastrophic if not managed early. Avoiding contributing factors and choosing regional anaesthesia which allows for early detection are key. Careful perioperative planning and risk stratification is important in major urological cancer surgery. Most of these procedures will require general anaesthesia (due to longer operative time and more extensive surgical trauma). Postoperative pain management in the form of epidural or patient controlled multimodal analgesia are essential. Postoperative high-dependency care is beneficial. © 2012 Elsevier Ltd. All rights reserved.",duplicate of 13893,,,
14109,"Pritchard, N. C. B..  General anaesthesia for ophthalmic surgery. Anaesthesia and Intensive Care Medicine.  2010. 11:425-428","Pritchard, N. C. B.",General anaesthesia for ophthalmic surgery,"Local anaesthesia for eye surgery is increasingly popular, but there will always be a need for general anaesthesia. Patients may refuse local anaesthesia, may be unable to keep still or lie flat for the duration of surgery or lack the mental facility to cooperate whilst awake. Young children and those with allergy to local anaesthetic also need general anaesthesia. Careful patient preparation is important before surgery. Glycaemic control in patients with diabetes, adjustments to warfarin or aspirin dosing, thromboembolic prophylaxis and preoperative fasting need to be considered. Eye surgery alone is rarely a true emergency, and surgery can usually wait until the patient's stomach is empty. Eye pathology requiring surgery is a feature of many medical conditions and syndromes. Many patients are elderly with ischaemic heart disease, hypertension, chronic obstructive pulmonary disease and renal impairment, which must be assessed before general anaesthesia. Systemic effects of ophthalmic medications, such as hypokalaemia caused by acetazolamide should be considered. A wide range of general anaesthetic techniques are suitable for eye surgery, but certain key points are relevant to specific operations. These include the oculo-cardiac reflex in strabismus and retinal surgery, the use of intraocular gas bubbles in vitreo-retinal operations, controlled hypotension in lacrimal, orbital and other oculoplastic procedures, and the high incidence of nausea after strabismus surgery. Total intravenous anaesthesia (TIVA) fulfils many of the requirements for the ideal anaesthetic technique for ophthalmic surgery. Blood pressure, heart rate and intraocular pressure are lowered. It is rapidly titratable and recovery is fast. Postoperative nausea is reduced and TIVA works well in patients with renal and hepatic disease. Remifentanil infusion allows nitrous oxide to be avoided and top-up doses of muscle relaxants to be minimized during ventilation. For most ophthalmic surgery, postoperative pain is mild and non-steroidal anti-inflammatory drugs work well. Intraoperative sub-Tenon's local anaesthetic is useful. © 2010 Published by Elsevier Ltd.",duplicate of 13708,,,
14185,"Pritchard, N. C. B..  General anaesthesia for ophthalmic surgery. Anaesthesia and Intensive Care Medicine.  2007. 8:397-400","Pritchard, N. C. B.",General anaesthesia for ophthalmic surgery,"Local anaesthesia for eye surgery is increasingly popular but there will always be a need for general anaesthesia. Patients may refuse local anaesthesia, may be unable to keep still or lie flat for the duration of surgery or lack the mental facility to cooperate whilst awake. Young children and those with allergy to local anaesthetic also need general anaesthesia. Careful patient preparation is important before surgery. Glycaemic control in patients with diabetes, adjustments to warfarin or aspirin dosing, thromboembolic prophylaxis and preoperative fasting need to be considered. Eye surgery alone is rarely a true emergency, and surgery can usually wait until the patient's stomach is empty. Eye pathology requiring surgery is a feature of many medical conditions and syndromes. Many patients are elderly with ischaemic heart disease, hypertension, chronic obstructive pulmonary disease and renal impairment, which must be assessed before general anaesthesia. Systemic effects of ophthalmic medications, such as hypokalaemia caused by acetazolamide should be considered. A wide range of general anaesthetic techniques are suitable for eye surgery, but certain key points are relevant to specific operations. These include the oculo-cardiac reflex in strabismus and retinal surgery, the use of intraocular gas bubbles in vitreo-retinal operations, controlled hypotension in lacrimal, orbital and other oculoplastic procedures, and the high incidence of nausea after strabismus surgery. Total intravenous anaesthesia (TIVA) fulfils many of the requirements for the ideal anaesthetic technique for ophthalmic surgery. Blood pressure, heart rate and intraocular pressure are lowered. It is rapidly titratable and recovery is fast. Postoperative nausea is reduced and TIVA works well in patients with renal and hepatic disease. Remifentanil infusion allows nitrous oxide to be avoided and top-up doses of muscle relaxants to be minimized during ventilation. For most ophthalmic surgery, postoperative pain is mild and non-steroidal anti-inflammatory drugs work well. Intraoperative sub-Tenon's local anaesthetic is useful. Crown Copyright © 2007.",duplicate of 13708,,,
